filename,label,nca10_0,nca10_1,nca10_2,nca10_3,nca10_4,nca10_5,nca10_6,nca10_7,nca10_8,nca10_9
Oppo_A_H1f1_Kanan_cutout.png,H1,-33.856612767802304,-18.923764497259626,-3.702518693249679,-2.7524345963856476,15.495591338646191,5.0406357684527485,25.96598674768196,-1.8893937182303056,-5.01055170208671,-6.19702343464284
Oppo_A_H1f1_Kiri_cutout.png,H1,-2.878325282878736,-0.6026759283006926,-7.630999535972383,-18.813085356945713,10.66978031721437,14.081056248236854,16.395982968063684,-12.249796923840874,-0.40033460966552414,-7.50328205526119
Oppo_A_H1f2_Kanan_cutout.png,H1,-36.100791723792206,-26.8975314924291,15.992295501026152,10.607193144004281,-13.850024685117416,-17.751207318420917,30.57196401345789,11.05084779083054,-11.900455494292407,10.692542954891183
Oppo_A_H1f2_Kiri_cutout.png,H1,-35.29655624958669,-25.56791664038984,14.465507337396488,3.624634196808131,-8.16229228387148,-18.665359353201538,38.14427506413566,1.8509023182744424,-12.773367355016674,17.821065322376164
Oppo_B_H1f1_Kanan_cutout.png,H1,-3.0225543836160114,-7.054303455962516,-10.482880196841789,-18.169585499380833,25.709107683692476,14.159830682841502,12.916011080894474,-15.171807352626628,5.98347154644887,-14.502868804793462
Oppo_B_H1f1_Kiri_cutout.png,H1,-16.052683868857102,5.94595558374134,1.6281633792252854,-4.06579067420816,15.484398373630587,5.72382153273045,19.567015480871056,1.208531809831061,7.17356395899226,-19.629450157975906
Oppo_B_H1f2_Kanan_cutout.png,H1,-35.94018524494592,-31.935347108812966,11.458701253199779,7.142949348286268,-18.47191727243339,-10.667327155606662,18.54548037893546,3.612328695287744,-7.6055428612612,6.877073315658039
Oppo_B_H1f2_Kiri_cutout.png,H1,-33.23749142493627,-24.292045097463554,16.10517036456066,8.106855117559112,-18.519326103517553,-15.814922420138268,26.055455412381512,9.901471117299758,-11.40652993048558,7.1024390308050185
Oppo_C_H1f1_Kanan_cutout.png,H1,-18.25296677836516,-12.279578345998148,-9.87755320234634,-16.401787179537646,20.030960155408778,2.2387960581114736,17.344537776235477,-9.417102355911119,6.486537704265313,-3.428496566297895
Oppo_C_H1f1_Kiri_cutout.png,H1,5.90345606344469,-8.385535564403185,-8.39022787759341,-17.049876449978388,19.064465035926464,14.422745052367283,6.323111735309029,-9.975416280707968,0.2959318444096547,-16.33846191420366
Oppo_C_H1f2_Kanan_cutout.png,H1,-44.88837322696138,-34.73935666185337,19.246829517382725,13.86056277579359,-19.372601777663977,-13.9618491489147,16.55942503588129,14.291823385328776,-2.688205688360592,10.007857180056387
